枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,バシリス,牝,3,54.0,松山 弘平,寺島 良(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
1,2,フェニーチェドーロ,牝,3,54.0,松若 風馬,宮本 博(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
2,3,クリノミニスター,牡,6,58.0,和田 竜二,荒川 義之(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
2,4,ツーピース,牝,3,54.0,川須 栄彦,河嶋 宏樹(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
3,5,ヴェントインコーダ,牝,3,54.0,角田 大和,角田 晃一(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
3,6,ミルトライディーン,牡,3,52.0,河原田 菜々,中竹 和也(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
4,7,アスコットアイ,牝,3,53.0,西塚 洸二,緒方 努(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
4,8,ビーアイフォルテ,牝,3,54.0,小崎 綾也,牧田 和弥(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
5,9,キョラムン,牝,3,54.0,小沢 大仁,石橋 守(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
5,10,ライツユーアップ,牝,3,52.0,永島 まなみ,角田 晃一(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
6,11,カフェロワイヤル,牝,3,54.0,団野 大成,小林 真也(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
6,12,アーデルリーベ,牝,3,54.0,幸 英明,斉藤 崇史(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
7,13,ヨドノゴールド,牡,7,58.0,A.バデル,西園 翔太(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
7,14,ゼンカイパイロ,牡,4,58.0,岩田 康誠,千田 輝彦(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
8,15,フィドルファドル,牝,3,54.0,坂井 瑠星,矢作 芳人(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
8,16,スカイブルー,牡,3,55.0,吉村 誠之助,杉山 晴紀(栗東),2507030410,2025年8月3日（日）,中京,17:20,サラ系3歳上500万円以下,10R,ダ1200,1勝
