枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,プレスジャンケット,牝,3,55.0,A.バデル,渡辺 薫彦(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
1,2,コンプリート,牝,3,55.0,藤懸 貴志,田中 克典(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
2,3,ロイヤルウィル,牝,3,55.0,川田 将雅,加藤 公太(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
2,4,キーブリーゼ,牡,3,57.0,秋山 稔樹,宮 徹(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
3,5,ジーティーハート,牝,3,55.0,国分 優作,渡辺 薫彦(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
3,6,ワンダーフレックス,牝,3,55.0,小沢 大仁,森田 直行(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
4,7,メイショウセイロウ,牡,3,57.0,団野 大成,荒川 義之(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
4,8,フロレンテム,牝,3,55.0,亀田 温心,田中 克典(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
5,9,ベルサ,牝,3,53.0,永島 まなみ,鈴木 孝志(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
5,10,マグナドムス,牡,3,54.0,川端 海翼,矢作 芳人(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
6,11,シストロン,牝,3,55.0,岩田 康誠,中竹 和也(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
6,12,シャンパンライフ,牝,3,54.0,高杉 吏麒,四位 洋文(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
7,13,プロメトル,牝,3,55.0,田口 貫太,武 幸四郎(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
7,14,サンマルメロディー,牝,3,51.0,河原田 菜々,千田 輝彦(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
7,15,アイサイト,牝,3,54.0,吉村 誠之助,藤岡 健一(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
8,16,フライバイビーナス,牝,3,55.0,坂井 瑠星,茶木 太樹(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
8,17,エンベッカ,牝,3,55.0,幸 英明,斉藤 崇史(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
8,18,ラヴアンドホープ,牝,3,52.0,田山 旺佑,庄野 靖志(栗東),2507030205,2025年7月27日（日）,中京,11:40,サラ系3歳未勝利,5R,芝1400,未勝利
