枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,キングオブフジ,牡,4,58.0,中井 裕二,角田 晃一(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
2,2,メイショウトム,牡,4,58.0,田口 貫太,谷 潔(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
3,3,バトンインディ,牡,4,58.0,幸 英明,安達 昭夫(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
4,4,メイショウマントル,牡,7,58.0,川須 栄彦,安達 昭夫(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
5,5,タッチャブル,牡,5,58.0,団野 大成,中村 直也(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
5,6,ヴォルスター,牡,4,58.0,吉村 誠之助,清水 久詞(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
6,7,ワンダースティング,牡,7,58.0,太宰 啓介,渡辺 薫彦(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
6,8,グラヴィス,牡,4,58.0,坂井 瑠星,矢作 芳人(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
7,9,イサナ,牡,3,55.0,松山 弘平,橋口 慎介(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
7,10,タイセイミニスター,牡,4,58.0,和田 竜二,大橋 勇樹(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
8,11,ダブルジャッジ,牡,4,58.0,西塚 洸二,笹田 和秀(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
8,12,ボックスオフィス,牡,4,58.0,川又 賢治,吉村 圭司(栗東),2507030306,2025年8月2日（土）,中京,15:01,日進特別,6R,ダ1800,2勝
