枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ジェットブレード,牡,3,55.0,菊沢 一樹,青木 孝文(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
2,2,キヨラ,牝,7,56.0,江田 照男,柄崎 将寿(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
3,3,パッションリッチ,牡,3,55.0,菅原 明良,久保田 貴士(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
4,4,パナランギン,牡,3,55.0,水沼 元輝,松山 将樹(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
5,5,ショウナンダール,牡,6,58.0,大野 拓弥,武市 康男(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
6,6,ウインリュクス,牝,5,56.0,三浦 皇成,吉田 直弘(栗東),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
6,7,ルトンワージ,牡,3,55.0,戸崎 圭太,斎藤 誠(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
7,8,トラストエムシー,牡,5,58.0,高杉 吏麒,北出 成人(栗東),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
7,9,レヴーズマン,牡,3,55.0,C.ルメール,手塚 貴久(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
8,10,ボナーテソーロ,牡,4,58.0,木幡 巧也,牧 光二(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
8,11,モアナフリューゲル,牝,4,56.0,内田 博幸,和田 勇介(美浦),2504020408,2025年8月3日（日）,新潟,16:20,燕特別,8R,芝2200,1勝
