枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,ブループリマドンナ,牝,4,56.0,酒井 学,小林 真也(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
2,2,ルミッキ,牝,4,56.0,菱田 裕二,橋口 慎介(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
3,3,スマートプレシャス,牝,4,56.0,吉村 誠之助,中村 直也(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
4,4,ワイノナオミ,牝,4,56.0,永島 まなみ,畑端 省吾(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
4,5,ザブライド,牝,4,56.0,坂井 瑠星,西村 真幸(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
5,6,プウスカンドゥール,牝,5,56.0,国分 優作,坂口 智康(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
5,7,タマモナポリ,牝,4,56.0,岩田 康誠,河嶋 宏樹(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
6,8,メイショウコボケ,牝,5,56.0,小沢 大仁,本田 優(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
6,9,ルフトクス,牝,4,56.0,松山 弘平,杉山 佳明(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
7,10,オーケーカルメン,牝,4,56.0,団野 大成,奥村 豊(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
7,11,クリノクリスタル,牝,5,56.0,幸 英明,大橋 勇樹(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
8,12,モイラ,牝,4,56.0,田口 貫太,鈴木 孝志(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
8,13,フローラルセント,牝,4,56.0,和田 竜二,松下 武士(栗東),2510020510,2025年7月12日（土）,小倉,15:01,八女特別,10R,ダ1700,2勝
