枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,スペクトログラム,牡,6,60.0,小牧 加矢太,池江 泰寿(栗東),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
2,2,タイセイジャスパー,せん,6,60.0,難波 剛健,伊藤 圭三(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
3,3,ネイチャーシップ,牡,7,60.0,大江原 圭,根本 康広(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
3,4,コスモエスメラルダ,牝,4,57.0,土田 真翔,土田 稔(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
4,5,ウィズユアドリーム,牡,5,60.0,高田 潤,宮地 貴稔(栗東),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
4,6,コンクエスト,せん,6,60.0,石神 深一,小笠 倫弘(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
5,7,ヘザルフェン,牡,4,60.0,小坂 忠士,昆 貢(栗東),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
5,8,プラチナトレジャー,牡,7,60.0,伴 啓太,国枝 栄(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
6,9,アルマドラード,せん,7,60.0,上野 翔,小笠 倫弘(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
6,10,ウェイトゥザドーン,せん,4,60.0,金子 光希,戸田 博文(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
7,11,スカパラダイス,牡,5,60.0,五十嵐 雄祐,大和田 成(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
7,12,ゴールデンルーキー,牡,4,60.0,江田 勇亮,粕谷 昌央(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
8,13,マーゴットメネス,牡,4,57.0,水沼 元輝,伊坂 重信(美浦),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
8,14,ジオフロント,牡,7,57.0,鷲頭 虎太,清水 久詞(栗東),2505030101,2025年6月7日（土）,東京,10:05,サラ系障害3歳上未勝利,1R,,未勝利
