枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,コトリノサエズリ,牝,3,55.0,田口 貫太,小崎 憲(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
2,2,ライツユーアップ,牝,3,55.0,角田 大和,角田 晃一(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
3,3,ケイアイマハナ,牡,3,57.0,荻野 琢真,秋山 真一郎(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
3,4,サヨノジャンボリー,牡,3,57.0,吉田 隼人,小笠 倫弘(美浦),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
4,5,サンナイアガラ,牝,3,54.0,松本 大輝,宮本 博(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
4,6,ソリスクラヴィス,牡,3,57.0,鮫島 克駿,西園 正都(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
5,7,エナジーガンツ,牡,3,57.0,松若 風馬,小椋 研介(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
5,8,スニーカースキル,牝,3,54.0,吉村 誠之助,杉山 晴紀(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
6,9,オリージネアリア,牝,3,55.0,藤岡 佑介,吉村 圭司(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
6,10,ホウショウマリス,牝,3,55.0,小沢 大仁,井上 智史(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
7,11,チュウワチーフ,牡,3,57.0,団野 大成,小崎 憲(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
7,12,サンライズブレイク,牡,3,57.0,幸 英明,浜田 多実雄(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
8,13,ヴリトラハン,牡,3,56.0,高杉 吏麒,千田 輝彦(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
8,14,ジェミート,牡,3,57.0,岩田 康誠,四位 洋文(栗東),2508021206,2025年6月1日（日）,京都,12:55,サラ系3歳500万円以下,6R,ダ1400,1勝
