枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,カフジキアッキエレ,牝,5,56.0,幸 英明,森田 直行(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
1,2,パワポケビー,牝,6,56.0,菱田 裕二,森田 直行(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
2,3,ヒーローインチーフ,せん,4,57.0,西塚 洸二,吉田 直弘(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
2,4,ペプチドクレマチス,牝,3,53.0,岩田 望来,畑端 省吾(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
3,5,ベネメレンティ,牝,4,52.0,河原田 菜々,前川 恭子(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
3,6,ユーヴェリア,牝,4,56.0,水口 優也,宮本 博(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
4,7,バーニングフレーム,牝,3,53.0,秋山 稔樹,鈴木 慎太郎(美浦),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
4,8,スピリットライズ,せん,3,55.0,坂井 瑠星,高柳 大輔(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
5,9,テイクイットオール,牡,3,54.0,高杉 吏麒,中竹 和也(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
5,10,ウインラグラス,牝,4,54.0,永島 まなみ,吉田 直弘(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
6,11,インターポーザー,牡,3,54.0,吉村 誠之助,高野 友和(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
6,12,ケイエイト,牡,5,55.0,田山 旺佑,羽月 友彦(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
7,13,セントキルダ,牡,4,58.0,国分 恭介,東田 明士(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
7,14,テキーラワルツ,牝,4,56.0,田口 貫太,大根田 裕之(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
8,15,ダノンフューチャー,牡,6,58.0,小崎 綾也,寺島 良(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
8,16,インフローレ,牝,3,51.0,今村 聖奈,寺島 良(栗東),2509030312,2025年6月14日（土）,阪神,16:15,サラ系3歳上500万円以下,12R,芝1200,1勝
