枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,アスクザアメリカン,牡,3,57.0,小沢 大仁,野中 賢二(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
1,2,ツリートップムーン,牡,3,57.0,幸 英明,坂口 智康(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
2,3,アスクアーバンシー,牡,3,57.0,坂井 瑠星,矢作 芳人(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
2,4,コヒロ,牝,3,51.0,河原田 菜々,羽月 友彦(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
3,5,ボールドハーテッド,牡,3,54.0,田山 旺佑,鈴木 孝志(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
3,6,グティ,せん,3,57.0,水口 優也,友道 康夫(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
4,7,タマモサイジョ,牝,3,55.0,長岡 禎仁,茶木 太樹(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
4,8,マークオブゾロ,牡,3,56.0,吉村 誠之助,西村 真幸(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
5,9,ヨリナスウィート,牝,3,55.0,川須 栄彦,河嶋 宏樹(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
5,10,ブライトノヴァ,牡,3,57.0,小崎 綾也,茶木 太樹(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
6,11,ストラーダレアーレ,牡,3,55.0,永島 まなみ,大久保 龍志(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
6,12,ヌーヴェルソール,牝,3,55.0,田口 貫太,吉村 圭司(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
7,13,アーロッタレット,牝,3,55.0,酒井 学,須貝 尚介(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
7,14,ワンダーヴァッフェ,せん,3,57.0,藤懸 貴志,小崎 憲(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
8,15,リメンバーヒム,牡,3,56.0,高杉 吏麒,浜田 多実雄(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
8,16,ビッグビート,牡,3,57.0,松若 風馬,高橋 康之(栗東),2509030601,2025年6月22日（日）,阪神,10:01,サラ系3歳未勝利,1R,ダ1400,未勝利
