枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,クリナッチ,牝,3,55.0,伊藤 工真,金成 貴史(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
1,2,アドリアフレイバー,牝,3,55.0,戸崎 圭太,久保田 貴士(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
2,3,コットンフラワー,牝,3,55.0,木幡 育也,松永 康利(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
2,4,ジェイエルライナー,牝,3,55.0,小林 凌大,小西 一男(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
3,5,サンマルレーヴ,牝,3,55.0,岩部 純二,和田 勇介(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
3,6,ステラマテュティナ,牝,3,55.0,内田 博幸,高柳 瑞樹(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
4,7,カフェスカーレット,牝,3,55.0,北村 宏司,古賀 慎明(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
4,8,デルマエアロール,牝,3,55.0,石橋 脩,大和田 成(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
5,9,コオリナラグーン,牝,3,55.0,D.レーン,古賀 慎明(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
5,10,スーパーキティ,牝,3,55.0,丹内 祐次,菊川 正達(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
6,11,ユラジスティック,牝,3,52.0,舟山 瑠泉,嘉藤 貴行(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
6,12,フジルバーブ,牝,3,55.0,松岡 正海,西田 雄一郎(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
7,13,ウインレアリゼ,牝,3,52.0,石神 深道,小手川 準(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
7,14,インレット,牝,3,55.0,津村 明秀,鈴木 慎太郎(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
8,15,シアワセデスカ,牝,3,53.0,長浜 鴻緒,蛯名 正義(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
8,16,ブルージュ,牝,3,55.0,C.ルメール,栗田 徹(美浦),2505030102,2025年6月7日（土）,東京,10:40,サラ系3歳未勝利,2R,ダ1400,未勝利
