枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,エリセイラ,牝,3,53.0,永島 まなみ,大久保 龍志(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
1,2,アイルフィレール,牝,3,55.0,小崎 綾也,新谷 功一(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
2,3,ハギノデュエット,牝,3,51.0,河原田 菜々,中竹 和也(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
2,4,ランフォースマイル,牝,3,55.0,川田 将雅,渡辺 薫彦(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
3,5,マリアブーケ,牝,3,55.0,幸 英明,高橋 義忠(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
3,6,アイスモント,牝,3,55.0,坂井 瑠星,宮本 博(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
4,7,ルージュパラディ,牝,3,52.0,田山 旺佑,橋口 慎介(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
4,8,ジョリーピクシー,牝,3,55.0,M.デムーロ,笹田 和秀(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
5,9,ジュヌフィーユ,牝,3,55.0,田口 貫太,四位 洋文(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
5,10,ラストプリンセス,牝,3,55.0,国分 優作,清水 久詞(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
6,11,ウィッティクオウト,牝,3,55.0,角田 大和,吉村 圭司(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
6,12,ブラックダイヤ,牝,3,55.0,泉谷 楓真,杉山 晴紀(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
7,13,コンプリート,牝,3,55.0,藤懸 貴志,田中 克典(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
7,14,チルウィズミー,牝,3,55.0,団野 大成,中内田 充正(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
7,15,ポジターノ,牝,3,54.0,高杉 吏麒,飯田 祐史(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
8,16,ラヴアンドホープ,牝,3,53.0,今村 聖奈,庄野 靖志(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
8,17,シャドウフェイス,牝,3,54.0,西塚 洸二,辻野 泰之(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
8,18,ハローエンジェル,牝,3,55.0,亀田 温心,田中 克典(栗東),2510020207,2025年6月29日（日）,小倉,13:25,サラ系3歳未勝利,7R,芝2000,未勝利
