枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,リカントロポ,牡,3,55.0,松若 風馬,梅田 智之(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
2,2,レベルスルール,牡,3,55.0,田口 貫太,池江 泰寿(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
3,3,チュウワダイオウ,せん,4,58.0,松本 大輝,加藤 公太(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
4,4,ショーケン,せん,5,58.0,酒井 学,東田 明士(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
5,5,アレンテージョ,牡,5,58.0,川田 将雅,坂口 智康(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
6,6,ゼンダンハヤブサ,牡,3,55.0,藤岡 佑介,佐々木 晶三(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
7,7,サトノクロシェット,牝,4,56.0,和田 竜二,平田 修(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
7,8,エボルヴィング,牡,4,58.0,松山 弘平,藤原 英昭(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
8,9,フォーキャンドルズ,牡,3,55.0,団野 大成,本田 優(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
8,10,アドマイヤソラ,牡,5,58.0,岩田 望来,友道 康夫(栗東),2509030109,2025年6月7日（土）,阪神,14:25,城崎特別,9R,芝1800,1勝
