枠番,馬番,馬名,性別,年齢,斤量,騎手,調教師,race_id,日付,場所,発走時刻,レース名,レース番号,距離,クラス名
1,1,カパラミプ,牝,3,55.0,岩部 純二,蛯名 利弘(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
1,2,エスポワールドロワ,牝,3,52.0,佐藤 翔馬,小手川 準(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
2,3,イスラコラソン,牝,3,53.0,今村 聖奈,大和田 成(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
2,4,ハクサンハナビ,牝,3,51.0,谷原 柚希,加藤 士津八(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
3,5,キャンディブーケ,牝,3,55.0,横山 琉人,鈴木 伸尋(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
3,6,タワークライマー,せん,3,57.0,小林 脩斗,嘉藤 貴行(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
4,7,ニシノカクテル,牝,3,55.0,菊沢 一樹,清水 英克(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
4,8,リュウノヒルド,牝,3,52.0,水沼 元輝,伊坂 重信(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
5,9,ブラックエトワール,牝,3,52.0,石田 拓郎,新開 幸一(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
5,10,ベルリネッタ,牡,3,54.0,石神 深道,矢野 英一(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
6,11,ロジステート,牝,3,52.0,遠藤 汰月,尾形 和幸(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
6,12,ラベンサラ,牝,3,54.0,西塚 洸二,大根田 裕之(栗東),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
7,13,メモリーフィルム,牝,3,55.0,嶋田 純次,矢嶋 大樹(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
7,14,スウェルティア,牝,3,55.0,荻野 極,加藤 士津八(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
8,15,シャンハイノハナ,牝,3,55.0,木幡 巧也,牧 光二(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
8,16,チュッチュポッポ,牝,3,55.0,武藤 雅,武藤 善則(美浦),2504020211,2025年7月27日（日）,新潟,17:55,サラ系3歳未勝利,11R,芝1000,未勝利
